#time,accel_x,accel_y,accel_z
944.739917,-962.267725,919.314598,9622.677246
944.740246,-1184.329507,1455.581446,9844.739029
944.740576,-814.226536,919.314598,9400.615463
944.740906,-1036.288319,919.314598,9474.636058
944.741235,-1332.370696,919.314598,9474.636058
944.741565,-1258.350101,1072.533697,9474.636058
944.741894,-740.205942,766.095498,9548.656652
944.742224,-1036.288319,842.705048,9104.533087
944.742554,-888.247130,995.924147,9622.677246
944.742883,-888.247130,766.095498,9474.636058
944.743213,-1110.308913,842.705048,9696.697840
944.743543,-1036.288319,766.095498,9474.636058
944.743872,-1184.329507,383.047749,9400.615463
944.744202,-1184.329507,995.924147,9252.574275
944.744531,-1036.288319,842.705048,9474.636058
944.744861,-962.267725,842.705048,9474.636058
944.745191,-962.267725,919.314598,9548.656652
944.745520,-814.226536,689.485948,9326.594869
944.745850,-1110.308913,766.095498,9474.636058
944.746179,-1036.288319,995.924147,9696.697840
944.746509,-1110.308913,766.095498,9696.697840
944.746839,-962.267725,919.314598,9548.656652
944.747168,-1036.288319,1225.752797,9474.636058
944.747498,-740.205942,1225.752797,9326.594869
944.747827,-1036.288319,459.657299,9474.636058
944.748157,-1036.288319,919.314598,9474.636058
944.748487,-1110.308913,842.705048,9622.677246
944.748816,-1036.288319,842.705048,9474.636058
944.749146,-814.226536,842.705048,9622.677246
944.749475,-814.226536,766.095498,9548.656652
944.749805,-1036.288319,766.095498,9474.636058
944.750135,-1258.350101,842.705048,9474.636058
944.750464,-1184.329507,842.705048,9474.636058
944.750794,-740.205942,1225.752797,9696.697840
944.751123,-1110.308913,766.095498,9178.553681
944.751453,-814.226536,536.266849,9474.636058
944.751783,-962.267725,919.314598,9474.636058
944.752112,-962.267725,919.314598,9474.636058
944.752442,-740.205942,919.314598,9844.739029
944.752771,-740.205942,766.095498,9474.636058
944.753101,-1036.288319,919.314598,9474.636058
944.753431,-1258.350101,842.705048,9474.636058
944.753760,-1184.329507,842.705048,9474.636058
944.754090,-1110.308913,689.485948,9252.574275
944.754419,-1110.308913,842.705048,9400.615463
944.754749,-888.247130,995.924147,9622.677246
944.755079,-1036.288319,612.876398,9474.636058
944.755408,-888.247130,842.705048,9474.636058
944.755738,-1036.288319,1072.533697,9696.697840
944.756068,-1110.308913,1302.362347,9400.615463
944.756397,-1036.288319,1072.533697,9326.594869
944.756727,-962.267725,919.314598,9548.656652
944.757056,-1036.288319,995.924147,9548.656652
944.757386,-962.267725,842.705048,9474.636058
944.757716,-1184.329507,842.705048,9474.636058
944.758045,-666.185348,1149.143247,9326.594869
944.758375,-814.226536,995.924147,9696.697840
944.758704,-1036.288319,919.314598,9474.636058
944.759034,-1110.308913,842.705048,9474.636058
944.759364,-1036.288319,842.705048,9548.656652
944.759693,-1184.329507,1225.752797,9326.594869
944.760023,-592.164754,1072.533697,9622.677246
944.760352,-962.267725,995.924147,9474.636058
944.760682,-1036.288319,995.924147,9474.636058
944.761012,-1184.329507,842.705048,9474.636058
944.761341,-814.226536,1072.533697,9474.636058
944.761671,-1036.288319,689.485948,9252.574275
944.762000,-1036.288319,919.314598,9474.636058
944.762330,-1110.308913,1072.533697,9622.677246
944.762660,-1184.329507,995.924147,9548.656652
944.762989,-1036.288319,612.876398,9104.533087
944.763319,-962.267725,1455.581446,9474.636058
944.763648,-1184.329507,842.705048,9474.636058
944.763978,-888.247130,1149.143247,9474.636058
944.764308,-962.267725,995.924147,9474.636058
944.764637,-962.267725,689.485948,8956.491898
944.764967,222.061783,995.924147,8956.491898
944.765296,444.123565,536.266849,9104.533087
944.765626,1184.329507,536.266849,9474.636058
944.765956,814.226536,842.705048,9474.636058
944.766285,370.102971,612.876398,9992.780217
944.766615,0.000000,995.924147,10140.821405
944.766944,-740.205942,995.924147,10214.842000
944.767274,-592.164754,459.657299,10510.924376
944.767604,-296.082377,459.657299,9844.739029
944.767933,148.041188,153.219100,9178.553681
944.768263,1406.391290,0.000000,9252.574275
944.768593,2072.576638,229.828649,8808.450710
944.768922,3034.844362,612.876398,8660.409521
944.769252,3627.009116,1149.143247,9252.574275
944.769581,3627.009116,1915.238745,9400.615463
944.769911,3404.947333,1915.238745,9844.739029
944.770241,2738.761985,1225.752797,10066.800811
944.770570,2368.659014,842.705048,10510.924376
944.770900,1406.391290,842.705048,10807.006753
944.771229,1036.288319,229.828649,10955.047942
944.771559,1480.411884,-383.047749,10510.924376
944.771889,1998.556043,-383.047749,9770.718434
944.772218,2516.700203,-229.828649,9474.636058
944.772548,3478.967927,-229.828649,9104.533087
944.772877,4219.173869,766.095498,9252.574275
944.773207,4515.256246,1838.629195,9178.553681
944.773537,3923.091493,2451.505594,9474.636058
944.773866,2664.741391,3294.210641,10214.842000
944.774196,1258.350101,2757.943793,10658.965565
944.774525,-740.205942,2528.115143,10288.862594
944.774855,-2146.597232,2145.067394,9622.677246
944.775185,-1776.494261,536.266849,8660.409521
944.775514,-370.102971,-766.095498,7698.141797
944.775844,1776.494261,-1149.143247,7105.977043
944.776173,3034.844362,-919.314598,6365.771101
944.776503,4293.194464,0.000000,7031.956449
944.776833,4071.132681,1608.800546,8364.327145
944.777162,2960.823768,3600.648841,9918.759623
944.777492,1850.514855,4213.525239,11843.295072
944.777821,666.185348,3983.696590,12657.521608
944.778151,-222.061783,2757.943793,12953.603985
944.778481,-1110.308913,536.266849,12361.439231
944.778810,-1702.473667,-1378.971896,11547.212695
944.779140,-962.267725,-1991.848295,9992.780217
944.779470,-222.061783,-2221.676944,8882.471304
944.779799,1332.370696,-1762.019645,8142.265362
944.780129,2960.823768,-612.876398,7624.121203
944.780458,4367.215058,536.266849,7254.018232
944.780788,4367.215058,1378.971896,7254.018232
944.781118,4663.297435,3294.210641,7994.224174
944.781447,3997.112087,3753.867940,9252.574275
944.781777,3404.947333,3830.477490,10510.924376
944.782106,2220.617826,2987.772442,11325.150913
944.782436,962.267725,2068.457845,11251.130318
944.782766,222.061783,459.657299,11399.171507
944.783095,-518.144159,-1072.533697,10732.986159
944.783425,-518.144159,-1378.971896,10955.047942
944.783754,-444.123565,-1225.752797,10881.027347
944.784084,148.041188,-612.876398,9918.759623
944.784414,1110.308913,76.609550,9548.656652
944.784743,1850.514855,459.657299,8438.347739
944.785073,2960.823768,536.266849,7994.224174
944.785402,4219.173869,766.095498,7846.182985
944.785732,4737.318029,1532.190996,7920.203579
944.786062,5033.400406,1225.752797,7772.162391
944.786391,4367.215058,919.314598,8734.430116
944.786721,3256.906145,1149.143247,9474.636058
944.787050,2220.617826,1532.190996,10214.842000
