#time,accel_x,accel_y,accel_z
1099.677626,-740.205942,995.924147,9622.677246
1099.677956,-962.267725,919.314598,9474.636058
1099.678286,-740.205942,842.705048,9474.636058
1099.678615,-1110.308913,1072.533697,9400.615463
1099.678945,-962.267725,842.705048,9474.636058
1099.679275,-962.267725,1149.143247,9400.615463
1099.679605,-1036.288319,1072.533697,9326.594869
1099.679934,-962.267725,1149.143247,9622.677246
1099.680264,-1036.288319,1149.143247,9770.718434
1099.680594,-1184.329507,919.314598,9622.677246
1099.680924,-1110.308913,1072.533697,9770.718434
1099.681254,-962.267725,1149.143247,9178.553681
1099.681583,-1110.308913,766.095498,9622.677246
1099.681913,-1110.308913,842.705048,9548.656652
1099.682243,-1110.308913,1072.533697,9548.656652
1099.682573,-1184.329507,536.266849,9474.636058
1099.682902,-1184.329507,995.924147,9474.636058
1099.683232,-1184.329507,842.705048,9622.677246
1099.683562,-1110.308913,995.924147,9548.656652
1099.683892,-1110.308913,919.314598,9474.636058
1099.684221,-962.267725,1072.533697,9548.656652
1099.684551,-962.267725,995.924147,9400.615463
1099.684881,-814.226536,842.705048,9622.677246
1099.685211,-1036.288319,1072.533697,9474.636058
1099.685541,-962.267725,1072.533697,9548.656652
1099.685870,-962.267725,689.485948,9622.677246
1099.686200,-962.267725,689.485948,9548.656652
1099.686530,-1258.350101,1225.752797,9474.636058
1099.686860,-1110.308913,689.485948,9400.615463
1099.687189,-962.267725,995.924147,9474.636058
1099.687519,-1110.308913,919.314598,9474.636058
1099.687849,-1110.308913,842.705048,9474.636058
1099.688179,-962.267725,383.047749,9178.553681
1099.688509,-1036.288319,995.924147,9548.656652
1099.688838,-1036.288319,842.705048,9474.636058
1099.689168,-1110.308913,995.924147,9548.656652
1099.689498,-1110.308913,1072.533697,9548.656652
1099.689828,-740.205942,842.705048,9104.533087
1099.690157,-1036.288319,842.705048,9326.594869
1099.690487,-1110.308913,766.095498,9622.677246
1099.690817,-1036.288319,1149.143247,9474.636058
1099.691147,-962.267725,1072.533697,9696.697840
1099.691477,-1184.329507,995.924147,9474.636058
1099.691806,-1110.308913,1149.143247,9474.636058
1099.692136,-962.267725,919.314598,9474.636058
1099.692466,-1036.288319,766.095498,9622.677246
1099.692796,-1110.308913,919.314598,9548.656652
1099.693125,-1036.288319,1072.533697,9622.677246
1099.693455,-666.185348,919.314598,9622.677246
1099.693785,-962.267725,1072.533697,9326.594869
1099.694115,-962.267725,1149.143247,9696.697840
1099.694445,-1258.350101,1072.533697,9474.636058
1099.694774,-1110.308913,766.095498,9474.636058
1099.695104,-740.205942,995.924147,9474.636058
1099.695434,-1036.288319,995.924147,9474.636058
1099.695764,-1036.288319,689.485948,9548.656652
1099.696093,-888.247130,689.485948,9622.677246
1099.696423,-1110.308913,459.657299,9400.615463
1099.696753,-1110.308913,1378.971896,9326.594869
1099.697083,-1332.370696,689.485948,9104.533087
1099.697413,-962.267725,919.314598,9474.636058
1099.697742,-1110.308913,995.924147,9400.615463
1099.698072,-962.267725,689.485948,9474.636058
1099.698402,-888.247130,689.485948,9474.636058
1099.698732,-740.205942,842.705048,9400.615463
1099.699061,-1258.350101,842.705048,9252.574275
1099.699391,-1110.308913,842.705048,9622.677246
1099.699721,-962.267725,919.314598,9474.636058
1099.700051,-962.267725,919.314598,9696.697840
1099.700380,-1406.391290,689.485948,9474.636058
1099.700710,-592.164754,1072.533697,9844.739029
1099.701040,-888.247130,919.314598,9622.677246
1099.701370,-1184.329507,919.314598,9400.615463
1099.701700,-1036.288319,919.314598,9474.636058
1099.702029,-888.247130,1072.533697,9326.594869
1099.702359,0.000000,536.266849,8956.491898
1099.702689,592.164754,536.266849,9252.574275
1099.703019,888.247130,689.485948,8956.491898
1099.703348,888.247130,383.047749,9104.533087
1099.703678,592.164754,459.657299,10066.800811
1099.704008,-370.102971,1072.533697,10214.842000
1099.704338,-1258.350101,1225.752797,10288.862594
1099.704668,-1036.288319,459.657299,10881.027347
1099.704997,-666.185348,306.438199,10362.883188
1099.705327,148.041188,306.438199,9474.636058
1099.705657,1480.411884,-306.438199,9252.574275
1099.705987,2368.659014,76.609550,8660.409521
1099.706316,3034.844362,612.876398,8438.347739
1099.706646,3478.967927,1685.410096,8808.450710
1099.706976,3627.009116,2068.457845,9178.553681
1099.707306,3849.070898,2221.676944,9622.677246
1099.707636,3552.988522,1685.410096,9622.677246
1099.707965,2590.720797,1302.362347,10066.800811
1099.708295,1850.514855,842.705048,10140.821405
1099.708625,1480.411884,229.828649,10807.006753
1099.708955,1036.288319,0.000000,10584.944971
1099.709284,1554.432478,153.219100,9992.780217
1099.709614,1924.535449,-306.438199,9326.594869
1099.709944,2886.803174,-229.828649,9104.533087
1099.710274,3552.988522,612.876398,8882.471304
1099.710604,4145.153275,1378.971896,8882.471304
1099.710933,3997.112087,2298.286494,9622.677246
1099.711263,2812.782580,3524.039291,9770.718434
1099.711593,1628.453072,2987.772442,10288.862594
1099.711923,-296.082377,2528.115143,10066.800811
1099.712252,-1628.453072,1991.848295,9548.656652
1099.712582,-1702.473667,995.924147,8734.430116
1099.712912,-444.123565,-383.047749,7772.162391
1099.713242,1110.308913,-1302.362347,7031.956449
1099.713572,2960.823768,-1072.533697,6587.832884
1099.713901,3701.029710,-383.047749,6957.935855
1099.714231,4145.153275,1225.752797,8364.327145
1099.714561,3330.926739,3370.820191,10436.903782
1099.714891,1924.535449,4596.572988,11843.295072
1099.715220,666.185348,4213.525239,12657.521608
1099.715550,-222.061783,2757.943793,12953.603985
1099.715880,-740.205942,612.876398,12213.398043
1099.716210,-1036.288319,-1225.752797,11621.233289
1099.716540,-1332.370696,-1762.019645,10066.800811
1099.716869,0.000000,-2374.896044,8660.409521
1099.717199,1480.411884,-2068.457845,7994.224174
1099.717529,3034.844362,-919.314598,7550.100608
1099.717859,4219.173869,306.438199,7105.977043
1099.718188,4589.276840,1838.629195,7105.977043
1099.718518,4367.215058,2911.162892,7624.121203
1099.718848,3849.070898,3447.429741,9030.512492
1099.719178,3182.885551,3447.429741,10584.944971
1099.719507,2294.638420,3140.991542,11695.253884
1099.719837,1258.350101,2298.286494,11547.212695
1099.720167,296.082377,76.609550,11399.171507
1099.720497,-814.226536,-1149.143247,11251.130318
1099.720827,-1184.329507,-1685.410096,10807.006753
1099.721156,-1184.329507,-1608.800546,10807.006753
1099.721486,0.000000,-1685.410096,10436.903782
1099.721816,1850.514855,-766.095498,9770.718434
1099.722146,2442.679609,383.047749,8734.430116
1099.722475,3330.926739,842.705048,7920.203579
1099.722805,4737.318029,1378.971896,7846.182985
1099.723135,5921.647536,1455.581446,7920.203579
1099.723465,5625.565159,1685.410096,8142.265362
1099.723795,4737.318029,1991.848295,8586.388927
1099.724124,3256.906145,1378.971896,8882.471304
1099.724454,1628.453072,1149.143247,9770.718434
1099.724784,0.000000,1608.800546,10584.944971
1099.725114,-592.164754,1302.362347,11621.233289
1099.725443,-888.247130,689.485948,11103.089130
1099.725773,-592.164754,306.438199,10140.821405
1099.726103,666.185348,0.000000,8734.430116
1099.726433,2146.597232,-536.266849,7624.121203
1099.726763,3552.988522,-766.095498,7402.059420
1099.727092,3256.906145,1072.533697,7994.224174
1099.727422,2812.782580,1838.629195,9252.574275
1099.727752,2368.659014,1991.848295,10140.821405
1099.728082,1628.453072,1685.410096,10807.006753
1099.728411,592.164754,1608.800546,10658.965565
1099.728741,592.164754,919.314598,11399.171507
1099.729071,296.082377,0.000000,11325.150913
1099.729401,0.000000,-229.828649,10436.903782
1099.729731,0.000000,0.000000,9696.697840
1099.730060,962.267725,153.219100,9252.574275
1099.730390,2442.679609,459.657299,9030.512492
1099.730720,4737.318029,1991.848295,8438.347739
1099.731050,6661.853478,2757.943793,8068.244768
1099.731379,7624.121203,2911.162892,7994.224174
1099.731709,7254.018232,2987.772442,9030.512492
1099.732039,5625.565159,4060.306139,10214.842000
1099.732369,2368.659014,3677.258390,10881.027347
1099.732699,0.000000,2451.505594,12805.562797
1099.733028,-3182.885551,919.314598,13693.809927
1099.733358,-5699.585753,0.000000,13027.624579
1099.733688,-7105.977043,-1991.848295,10955.047942
1099.734018,-6513.812290,-2834.553343,8512.368333
1099.734347,-3256.906145,-3907.087040,5033.400406
1099.734677,1924.535449,-3294.210641,3034.844362
1099.735007,7031.956449,-2528.115143,3034.844362
1099.735337,9992.780217,919.314598,4219.173869
1099.735666,10658.965565,4826.401637,5551.544565
1099.735996,9622.677246,6588.421283,7476.080014
1099.736326,7846.182985,7507.735880,11695.253884
1099.736656,4441.235652,8963.317327,14582.057057
1099.736986,0.000000,5975.544884,16432.571912
1099.737315,-3478.967927,0.000000,17098.757260
1099.737645,-6217.729913,-1838.629195,15988.448347
1099.737975,-7031.956449,-2834.553343,13471.748144
1099.738305,-3849.070898,-5745.716235,10881.027347
1099.738634,814.226536,-6511.811733,7105.977043
1099.738964,4885.359217,-5439.278036,2812.782580
1099.739294,9474.636058,-4136.915689,-0.000000
1099.739624,11917.315666,-995.924147,2738.761985
1099.739954,11177.109724,4749.792088,7476.080014
1099.740283,6735.874072,8656.879127,11103.089130
1099.740613,1036.288319,9346.365076,13175.665768
1099.740943,-2294.638420,7737.564530,14211.954086
1099.741273,-3256.906145,3140.991542,14730.098246
1099.741602,-2516.700203,-1225.752797,13397.727550
1099.741932,-1480.411884,-4903.011187,10436.903782
1099.742262,148.041188,-7431.126331,7105.977043
1099.742592,1850.514855,-7124.688131,5255.462188
1099.742922,2738.761985,-4596.572988,6587.832884
1099.743251,2960.823768,-306.438199,8512.368333
1099.743581,2368.659014,3217.601092,9696.697840
1099.743911,3108.864956,5439.278036,10732.986159
1099.744241,3923.091493,5822.325785,12139.377449
1099.744570,3034.844362,3830.477490,11991.336260
1099.744900,2220.617826,1149.143247,11325.150913
1099.745230,0.000000,-1072.533697,10881.027347
1099.745560,-1924.535449,-1455.581446,11029.068536
1099.745890,-2516.700203,-1608.800546,9770.718434
1099.746219,-1998.556043,-3064.381992,7105.977043
1099.746549,888.247130,-4060.306139,5625.565159
1099.746879,4663.297435,-3064.381992,5107.421000
1099.747209,8512.368333,76.609550,6291.750507
1099.747538,9918.759623,3677.258390,7105.977043
1099.747868,8142.265362,5822.325785,8586.388927
1099.748198,4959.379811,7124.688131,10807.006753
1099.748527,1776.494261,7660.954980,12879.583391
1099.748857,-592.164754,6052.154434,15026.180623
1099.749187,-2664.741391,2451.505594,16728.654289
1099.749516,-5329.482782,-1685.410096,15026.180623
1099.749846,-6957.935855,-3447.429741,11621.233289
1099.750176,-5773.606348,-6205.373534,9770.718434
1099.750505,-4367.215058,-5822.325785,8660.409521
1099.750835,-2886.803174,-3064.381992,5033.400406
1099.751165,592.164754,-919.314598,1850.514855
1099.751494,6291.750507,76.609550,1850.514855
1099.751824,10584.944971,2528.115143,5255.462188
1099.752154,10955.047942,7431.126331,8586.388927
1099.752483,9696.697840,9346.365076,9548.656652
1099.752813,7476.080014,9116.536426,10288.862594
1099.753143,5773.606348,8503.660028,11547.212695
1099.753472,4071.132681,4136.915689,15174.221811
1099.753802,1998.556043,153.219100,16728.654289
1099.754131,-1480.411884,612.876398,14359.995275
1099.754461,-3404.947333,-612.876398,11473.192101
1099.754791,-2960.823768,-3294.210641,10955.047942
1099.755120,-2812.782580,-3064.381992,9474.636058
1099.755450,-2590.720797,-842.705048,7328.038826
1099.755780,-148.041188,-919.314598,4145.153275
1099.756109,4219.173869,612.876398,1110.308913
1099.756439,8882.471304,2528.115143,1110.308913
1099.756769,11843.295072,766.095498,4885.359217
1099.757098,9844.739029,2834.553343,7328.038826
1099.757428,6291.750507,7201.297681,8068.244768
1099.757758,4737.318029,5592.497135,10658.965565
1099.758087,3034.844362,3140.991542,14730.098246
1099.758417,-1480.411884,2298.286494,16580.613101
1099.758747,-4219.173869,0.000000,15988.448347
1099.759076,-5477.523971,-5209.449386,13915.871710
1099.759406,-6439.791695,-4903.011187,12953.603985
1099.759736,-7476.080014,-2221.676944,12953.603985
1099.760065,-5181.441594,-3140.991542,11177.109724
1099.760395,370.102971,-4366.744339,4293.194464
1099.760725,7254.018232,-3677.258390,1850.514855
1099.761054,12583.501014,-2145.067394,3552.988522
1099.761384,12805.562797,2911.162892,6439.791695
1099.761714,9030.512492,7354.516781,8586.388927
1099.762043,7031.956449,8197.221829,10510.924376
1099.762373,5403.503377,8197.221829,13915.871710
1099.762702,1258.350101,7660.954980,18061.024985
1099.763032,-4441.235652,4290.134789,15988.448347
1099.763362,-8956.491898,-2987.772442,12731.542202
1099.763691,-10214.842000,-5822.325785,11769.274478
1099.764021,-9918.759623,-5362.668486,10214.842000
1099.764351,-6957.935855,-6818.249932,8882.471304
1099.764680,-4145.153275,-6052.154434,6439.791695
1099.765010,-592.164754,-3830.477490,2960.823768
1099.765340,5181.441594,-2068.457845,2294.638420
1099.765669,9992.780217,2298.286494,5107.421000
1099.765999,10436.903782,8350.440928,7994.224174
1099.766329,7846.182985,11874.480219,10584.944971
1099.766658,3330.926739,9806.022374,12731.542202
1099.766988,-444.123565,9193.145976,13027.624579
1099.767318,-3552.988522,5286.058936,13767.830521
1099.767647,-5255.462188,-612.876398,14137.933492
1099.767977,-6365.771101,-2757.943793,12287.418637
1099.768307,-6365.771101,-6435.202183,8290.306550
1099.768636,-3256.906145,-8044.002729,3775.050304
1099.768966,888.247130,-7277.907231,1258.350101
1099.769296,5329.482782,-4213.525239,2220.617826
1099.769625,8660.409521,0.000000,5625.565159
1099.769955,7624.121203,6435.202183,9326.594869
1099.770284,4885.359217,11568.042020,10955.047942
1099.770614,1332.370696,11108.384721,12361.439231
1099.770944,-1702.473667,9806.022374,14063.912898
1099.771273,-3034.844362,5056.230287,15914.427753
1099.771603,-5181.441594,-2221.676944,14952.160028
1099.771933,-9474.636058,-2604.724693,11325.150913
1099.772262,-10140.821405,-4826.401637,7328.038826
1099.772592,-6217.729913,-9422.974625,5625.565159
1099.772922,-1110.308913,-8810.098227,6957.935855
1099.773251,1998.556043,-3983.696590,7328.038826
1099.773581,1924.535449,1378.971896,6661.853478
1099.773911,222.061783,5132.839837,7328.038826
1099.774240,1850.514855,9882.631924,10140.821405
1099.774570,2294.638420,9806.022374,14952.160028
1099.774900,1776.494261,7431.126331,16728.654289
1099.775229,-370.102971,6435.202183,15174.221811
1099.775559,-2664.741391,2528.115143,11029.068536
1099.775889,-3256.906145,-2604.724693,8438.347739
1099.776218,-1184.329507,-6128.763984,8142.265362
1099.776548,444.123565,-6818.249932,9326.594869
1099.776878,296.082377,-3830.477490,7328.038826
1099.777207,-1332.370696,-1838.629195,5995.668130
1099.777537,-1110.308913,1149.143247,7624.121203
1099.777867,814.226536,5592.497135,8882.471304
1099.778196,1628.453072,6435.202183,9474.636058
1099.778526,1036.288319,5439.278036,8956.491898
1099.778855,-1924.535449,3677.258390,8808.450710
1099.779185,-4071.132681,2451.505594,9474.636058
1099.779515,-4367.215058,1072.533697,9178.553681
1099.779844,-3404.947333,-2604.724693,8438.347739
1099.780174,-2664.741391,-5439.278036,7698.141797
1099.780504,-3256.906145,-4903.011187,7476.080014
1099.780833,-3478.967927,-3753.867940,7550.100608
1099.781163,-3034.844362,-2451.505594,7550.100608
1099.781493,-2368.659014,459.657299,9992.780217
1099.781822,-592.164754,3524.039291,11103.089130
1099.782152,1184.329507,3830.477490,11103.089130
1099.782482,2220.617826,2451.505594,9844.739029
1099.782811,2220.617826,4060.306139,8438.347739
1099.783141,2886.803174,2221.676944,7846.182985
1099.783471,3923.091493,76.609550,9622.677246
1099.783800,3108.864956,-612.876398,11991.336260
1099.784130,-1628.453072,-536.266849,12435.459826
1099.784460,-6735.874072,-612.876398,11991.336260
1099.784789,-8142.265362,-306.438199,13397.727550
1099.785119,-4959.379811,1149.143247,13915.871710
1099.785449,-2664.741391,-459.657299,11399.171507
1099.785778,-2220.617826,-2145.067394,8808.450710
1099.786108,-1702.473667,-842.705048,7846.182985
1099.786438,74.020594,1532.190996,8882.471304
1099.786767,2516.700203,3830.477490,9400.615463
1099.787097,2886.803174,3600.648841,9326.594869
1099.787426,2590.720797,4060.306139,8808.450710
1099.787756,518.144159,2681.334243,8586.388927
1099.788086,-1554.432478,766.095498,10066.800811
1099.788415,-1702.473667,3370.820191,11251.130318
1099.788745,-1924.535449,3677.258390,10881.027347
1099.789075,-2368.659014,536.266849,8290.306550
1099.789404,-2664.741391,-1532.190996,6587.832884
1099.789734,-1332.370696,-1378.971896,6217.729913
1099.790064,1036.288319,919.314598,6217.729913
1099.790393,3108.864956,1378.971896,6661.853478
1099.790723,3256.906145,2451.505594,6957.935855
1099.791053,1628.453072,3447.429741,7328.038826
1099.791382,-1776.494261,2374.896044,7772.162391
1099.791712,-2664.741391,3294.210641,9474.636058
1099.792042,-3552.988522,2528.115143,10658.965565
1099.792371,-3923.091493,1378.971896,11177.109724
1099.792701,-4145.153275,-1991.848295,9548.656652
1099.793031,-4219.173869,-4213.525239,8290.306550
1099.793360,-3330.926739,-2528.115143,7550.100608
1099.793690,-1702.473667,-229.828649,8142.265362
1099.794020,1184.329507,-229.828649,10732.986159
1099.794349,2072.576638,2911.162892,10436.903782
1099.794679,148.041188,2987.772442,10436.903782
1099.795009,-962.267725,919.314598,12287.418637
1099.795338,-1702.473667,4136.915689,14730.098246
1099.795668,-2812.782580,5286.058936,14804.118840
1099.795997,-3108.864956,1838.629195,13619.789333
1099.796327,-3404.947333,-2298.286494,11325.150913
1099.796657,-2442.679609,-3140.991542,9104.533087
1099.796986,0.000000,-3524.039291,8512.368333
1099.797316,1776.494261,-2757.943793,9770.718434
1099.797646,2664.741391,766.095498,10214.842000
1099.797975,1924.535449,2757.943793,9400.615463
1099.798305,-370.102971,3677.258390,9030.512492
1099.798635,-2368.659014,4519.963438,8808.450710
1099.798964,-2738.761985,4060.306139,10584.944971
1099.799294,-1924.535449,3983.696590,11621.233289
1099.799624,-3182.885551,3830.477490,9178.553681
1099.799953,-3701.029710,-1608.800546,5921.647536
1099.800283,-3182.885551,-5209.449386,4811.338623
1099.800613,-1554.432478,-2528.115143,6513.812290
1099.800942,296.082377,-1608.800546,7846.182985
1099.801272,0.000000,-919.314598,7698.141797
1099.801602,-2368.659014,2451.505594,7179.997637
1099.801931,-3108.864956,4290.134789,7772.162391
1099.802261,-1406.391290,3294.210641,9622.677246
1099.802591,592.164754,2681.334243,10584.944971
1099.802920,148.041188,3907.087040,9178.553681
1099.803250,-666.185348,1072.533697,7105.977043
1099.803579,-1184.329507,-2221.676944,6809.894666
1099.803909,148.041188,-919.314598,7846.182985
1099.804239,888.247130,-1225.752797,9104.533087
1099.804568,222.061783,-919.314598,11177.109724
1099.804898,-1850.514855,842.705048,12213.398043
1099.805228,-3701.029710,2451.505594,12213.398043
1099.805557,-4441.235652,2911.162892,13027.624579
1099.805887,-3552.988522,2451.505594,14063.912898
1099.806217,-2220.617826,2298.286494,14211.954086
1099.806546,-2146.597232,995.924147,12509.480420
1099.806876,-2442.679609,-612.876398,9844.739029
1099.807206,-1258.350101,-1225.752797,8882.471304
