#time,accel_x,accel_y,accel_z
956.512304,-1036.288319,995.924147,9548.656652
956.512634,-888.247130,919.314598,9400.615463
956.512963,-1036.288319,1072.533697,9474.636058
956.513293,-518.144159,1072.533697,9474.636058
956.513623,-888.247130,919.314598,9622.677246
956.513952,-1036.288319,842.705048,9474.636058
956.514282,-1036.288319,842.705048,9474.636058
956.514611,-1184.329507,919.314598,9548.656652
956.514941,-1184.329507,536.266849,9400.615463
956.515271,-1184.329507,1149.143247,9252.574275
956.515600,-888.247130,1072.533697,9474.636058
956.515930,-1258.350101,612.876398,9474.636058
956.516260,-962.267725,995.924147,9622.677246
956.516589,-1258.350101,919.314598,9548.656652
956.516919,-1554.432478,995.924147,9400.615463
956.517249,-1110.308913,1072.533697,9474.636058
956.517578,-1110.308913,766.095498,9622.677246
956.517908,-1036.288319,919.314598,9548.656652
956.518238,-1110.308913,842.705048,9548.656652
956.518567,-1480.411884,842.705048,9474.636058
956.518897,-1406.391290,919.314598,9548.656652
956.519227,-1184.329507,842.705048,9548.656652
956.519556,-1036.288319,766.095498,9548.656652
956.519886,-1184.329507,919.314598,9622.677246
956.520216,-666.185348,536.266849,9474.636058
956.520545,-888.247130,612.876398,9548.656652
956.520875,-1184.329507,1072.533697,9548.656652
956.521205,-1184.329507,842.705048,9548.656652
956.521534,-962.267725,842.705048,9548.656652
956.521864,-962.267725,536.266849,9474.636058
956.522194,-1406.391290,689.485948,9030.512492
956.522523,-1110.308913,842.705048,9474.636058
956.522853,-1110.308913,766.095498,9474.636058
956.523183,-1036.288319,842.705048,9474.636058
956.523512,-814.226536,919.314598,9548.656652
956.523842,-888.247130,1378.971896,9178.553681
956.524172,-1184.329507,919.314598,9326.594869
956.524501,-1110.308913,1072.533697,9548.656652
956.524831,-1110.308913,1072.533697,9548.656652
956.525161,-1036.288319,995.924147,9474.636058
956.525490,-888.247130,919.314598,9548.656652
956.525820,-888.247130,919.314598,9030.512492
956.526150,-1110.308913,842.705048,9474.636058
956.526479,-962.267725,919.314598,9548.656652
956.526809,-1110.308913,995.924147,9548.656652
956.527139,-1110.308913,1225.752797,9548.656652
956.527468,-1184.329507,766.095498,9400.615463
956.527798,-740.205942,995.924147,9696.697840
956.528128,-888.247130,995.924147,9474.636058
956.528457,-1110.308913,919.314598,9548.656652
956.528787,-1036.288319,995.924147,9696.697840
956.529116,-1036.288319,842.705048,9326.594869
956.529446,-1184.329507,1072.533697,9474.636058
956.529776,-1036.288319,612.876398,9622.677246
956.530105,-962.267725,1072.533697,9622.677246
956.530435,-1036.288319,919.314598,9548.656652
956.530765,-1406.391290,383.047749,9400.615463
956.531094,-888.247130,842.705048,9696.697840
956.531424,-1036.288319,995.924147,9696.697840
956.531754,-1110.308913,995.924147,9400.615463
956.532083,-1036.288319,689.485948,9548.656652
956.532413,-1110.308913,1072.533697,9400.615463
956.532743,-1036.288319,842.705048,9252.574275
956.533072,-962.267725,842.705048,9474.636058
956.533402,-888.247130,919.314598,9474.636058
956.533732,-962.267725,919.314598,9622.677246
956.534061,-1036.288319,995.924147,9474.636058
956.534391,-814.226536,1149.143247,8956.491898
956.534721,-518.144159,1302.362347,8734.430116
956.535050,0.000000,766.095498,8808.450710
956.535380,814.226536,383.047749,9178.553681
956.535710,1036.288319,612.876398,9030.512492
956.536039,1036.288319,536.266849,9326.594869
956.536369,0.000000,1378.971896,9770.718434
956.536699,-296.082377,1072.533697,10288.862594
956.537028,-962.267725,995.924147,10362.883188
956.537358,-740.205942,229.828649,10436.903782
956.537688,-222.061783,0.000000,9992.780217
956.538017,148.041188,153.219100,9474.636058
956.538347,1184.329507,76.609550,9474.636058
956.538677,2368.659014,459.657299,8808.450710
956.539006,3108.864956,842.705048,8512.368333
956.539336,3701.029710,1302.362347,9178.553681
956.539666,3775.050304,1685.410096,8956.491898
956.539995,3849.070898,2068.457845,9548.656652
956.540325,3404.947333,1378.971896,10362.883188
956.540655,2368.659014,919.314598,10436.903782
956.540984,1702.473667,612.876398,10510.924376
956.541314,1036.288319,0.000000,10955.047942
956.541644,1258.350101,0.000000,10732.986159
956.541973,1480.411884,-153.219100,10066.800811
956.542303,2368.659014,-459.657299,9548.656652
956.542633,3552.988522,-306.438199,9400.615463
956.542962,4145.153275,689.485948,9030.512492
956.543292,4515.256246,1838.629195,9548.656652
956.543622,3701.029710,2681.334243,9844.739029
956.543951,2738.761985,2987.772442,10214.842000
956.544281,962.267725,3217.601092,10288.862594
956.544610,-888.247130,2451.505594,10140.821405
956.544940,-1776.494261,1378.971896,9030.512492
956.545270,-1110.308913,76.609550,8142.265362
956.545599,0.000000,-1072.533697,7328.038826
956.545929,1776.494261,-1455.581446,6735.874072
956.546259,3108.864956,-766.095498,6587.832884
956.546588,4071.132681,612.876398,6957.935855
956.546918,4071.132681,2068.457845,8512.368333
956.547248,2664.741391,4596.572988,10510.924376
956.547577,1554.432478,4673.182538,12065.356855
956.547907,370.102971,3677.258390,12509.480420
956.548237,0.000000,2451.505594,12657.521608
956.548566,-1332.370696,153.219100,11843.295072
956.548896,-1480.411884,-2145.067394,11177.109724
956.549226,-1036.288319,-2221.676944,10066.800811
956.549555,0.000000,-2528.115143,8808.450710
956.549885,1702.473667,-1991.848295,8142.265362
956.550215,3849.070898,-1149.143247,7476.080014
956.550544,4737.318029,919.314598,7328.038826
956.550874,4811.338623,2298.286494,7846.182985
956.551204,4663.297435,3524.039291,8586.388927
956.551533,3997.112087,4596.572988,9548.656652
956.551863,3034.844362,3294.210641,10658.965565
956.552193,2072.576638,2757.943793,11177.109724
956.552522,814.226536,1838.629195,11695.253884
956.552852,0.000000,0.000000,11029.068536
956.553182,-740.205942,-1225.752797,10510.924376
956.553511,-814.226536,-1532.190996,10436.903782
956.553841,-444.123565,-1915.238745,10658.965565
956.554171,-296.082377,-1302.362347,10288.862594
956.554500,592.164754,-306.438199,9474.636058
956.554830,1702.473667,229.828649,8660.409521
956.555160,3034.844362,689.485948,8068.244768
956.555489,3849.070898,995.924147,8512.368333
956.555819,4885.359217,689.485948,8290.306550
956.556149,4737.318029,919.314598,8734.430116
956.556478,4293.194464,1225.752797,9326.594869
956.556808,3478.967927,1455.581446,10066.800811
956.557138,2368.659014,1991.848295,10140.821405
956.557467,1850.514855,1532.190996,10066.800811
956.557797,1998.556043,1762.019645,10140.821405
956.558127,2072.576638,1685.410096,9844.739029
956.558456,1850.514855,1455.581446,9104.533087
956.558786,1850.514855,1225.752797,8586.388927
956.559115,2442.679609,842.705048,8142.265362
956.559445,2146.597232,995.924147,8068.244768
956.559775,1628.453072,842.705048,8808.450710
956.560104,518.144159,995.924147,9696.697840
956.560434,-1036.288319,536.266849,9622.677246
956.560764,-1702.473667,153.219100,9770.718434
956.561093,-1036.288319,153.219100,10658.965565
956.561423,-518.144159,-306.438199,11325.150913
956.561753,-962.267725,-536.266849,10955.047942
956.562082,-1480.411884,0.000000,10584.944971
956.562412,-148.041188,919.314598,9992.780217
956.562742,1776.494261,1225.752797,9474.636058
956.563071,3849.070898,1762.019645,9326.594869
956.563401,6143.709319,2528.115143,8512.368333
956.563731,7402.059420,2451.505594,8068.244768
956.564060,7994.224174,2757.943793,8068.244768
956.564390,6587.832884,3753.867940,9474.636058
956.564720,3701.029710,5056.230287,10881.027347
956.565049,296.082377,4213.525239,12213.398043
956.565379,-2442.679609,2681.334243,13471.748144
956.565709,-5033.400406,1838.629195,12805.562797
956.566038,-6809.894666,-1225.752797,11029.068536
956.566368,-7994.224174,-2834.553343,9770.718434
956.566698,-7105.977043,-3064.381992,7772.162391
956.567027,-4589.276840,-3217.601092,5033.400406
956.567357,0.000000,-3217.601092,3775.050304
956.567687,3923.091493,-1838.629195,3478.967927
956.568016,6809.894666,1762.019645,3923.091493
956.568346,6587.832884,4136.915689,5773.606348
956.568676,5773.606348,5515.887586,8808.450710
956.569005,3997.112087,6818.249932,12731.542202
956.569335,-148.041188,7507.735880,16580.613101
956.569665,-5329.482782,6894.859482,17542.880825
956.569994,-8808.450710,3907.087040,15618.345376
956.570324,-9178.553681,-2298.286494,13619.789333
956.570654,-7550.100608,-6971.469032,11843.295072
956.570983,-5477.523971,-6281.983084,9104.533087
956.571313,-1850.514855,-5898.935335,5477.523971
956.571643,3256.906145,-4826.401637,3034.844362
956.571972,8142.265362,-2221.676944,2072.576638
956.572302,10436.903782,1149.143247,3330.926739
956.572632,10658.965565,3524.039291,6291.750507
956.572961,8364.327145,8197.221829,10510.924376
956.573291,3404.947333,10801.946522,13989.892304
956.573621,-2516.700203,8886.707777,15988.448347
956.573950,-7846.182985,4136.915689,17024.736666
956.574280,-11029.068536,-612.876398,15840.407159
956.574609,-11695.253884,-4213.525239,13027.624579
956.574939,-9844.739029,-6281.983084,9104.533087
956.575269,-5255.462188,-8197.221829,5625.565159
956.575598,-444.123565,-8120.612279,3478.967927
956.575928,4145.153275,-5056.230287,1628.453072
956.576258,7105.977043,-229.828649,2146.597232
956.576587,8734.430116,4136.915689,5699.585753
956.576917,6957.935855,7967.393179,11843.295072
956.577247,1184.329507,11108.384721,15026.180623
956.577576,-4811.338623,10112.460574,16432.571912
956.577906,-7994.224174,4749.792088,17468.860231
956.578236,-8882.471304,-612.876398,16506.592507
956.578565,-9104.533087,-4366.744339,12213.398043
956.578895,-5921.647536,-8886.707777,7105.977043
956.579225,-518.144159,-10342.289223,3108.864956
956.579554,4885.359217,-8427.050478,1924.535449
956.579884,9178.553681,-3217.601092,2442.679609
956.580214,9548.656652,1838.629195,4219.173869
956.580543,7105.977043,7584.345430,7772.162391
956.580873,2960.823768,11797.870669,12657.521608
956.581203,-2886.803174,12180.918418,17246.798449
956.581532,-8882.471304,11108.384721,18431.127956
956.581862,-12361.439231,4290.134789,16580.613101
956.582192,-12509.480420,-2604.724693,13619.789333
956.582521,-10288.862594,-7660.954980,9474.636058
956.582851,-6217.729913,-11108.384721,5181.441594
956.583181,-2072.576638,-10342.289223,1332.370696
956.583510,2294.638420,-6205.373534,-518.144159
956.583840,7476.080014,-1685.410096,814.226536
956.584169,9622.677246,3064.381992,6291.750507
956.584499,7476.080014,8427.050478,10955.047942
956.584828,1702.473667,12487.356617,14878.139434
956.585158,-4293.194464,14172.766713,16432.571912
956.585487,-7254.018232,10955.165621,17320.819043
956.585817,-6883.915261,1915.238745,18283.086767
956.586147,-6513.812290,-4136.915689,14952.160028
956.586476,-5477.523971,-6511.811733,9178.553681
956.586806,-1998.556043,-8886.707777,4441.235652
956.587135,2516.700203,-7967.393179,2368.659014
956.587465,7031.956449,-4136.915689,1554.432478
956.587794,8956.491898,-766.095498,3627.009116
956.588124,7624.121203,4366.744339,7105.977043
956.588453,3404.947333,13330.061665,10066.800811
956.588783,-1110.308913,14249.376263,12435.459826
